Region,State,Broadcaster,Sport,Event,Month,ViewershipCount,AvgWatchTime,Gender,AgeGroup,Likes,Dislikes,OnlineStreams,TVViewers,RevenueGenerated
North,Haryana,Jio Sports,Football,Santosh Trophy,Feb,1047358,19.9,Female,35-44,28281,3615,294689,752669,790555.13
North,Haryana,Jio Sports,Hockey,Hockey India League,Nov,1081259,58.1,Female,15-24,21590,4663,332438,748821,1480707.05
West,Maharashtra,ESPN India,Tennis,India Tennis Cup,Jan,1105811,25.3,Female,25-34,42282,3069,494160,611651,1547073.37
Central,Madhya Pradesh,Star Sports,Badminton,Asia Championships,Feb,654111,27.0,Male,25-34,28052,3440,138052,516059,493367.24
West,Gujarat,Star Sports,Football,Santosh Trophy,Dec,881635,98.7,Female,45+,43049,4141,393466,488169,1164104.96
Central,Chhattisgarh,ESPN India,Cricket,Ranji Trophy,Apr,1954814,22.6,Female,35-44,30809,3282,436451,1518363,2003502.12
North,Punjab,Jio Sports,Tennis,India Tennis Cup,Sep,905754,49.1,Female,25-34,40449,4569,223607,682147,1445008.23
West,Gujarat,ESPN India,Cricket,IPL,Dec,584231,58.0,Female,25-34,44894,3834,222125,362106,306729.29
West,Rajasthan,Star Sports,Tennis,Chennai Open,Sep,1929314,91.7,Female,15-24,43939,798,771229,1158085,2041562.11
Central,Chhattisgarh,Sony Sports,Football,Santosh Trophy,Mar,1767787,106.0,Female,45+,6296,226,457416,1310371,1986511.49
East,Bihar,Jio Sports,Kabaddi,Pro Kabaddi League,Sep,1117599,80.0,Female,25-34,42979,4179,332231,785368,1847815.91
Central,Chhattisgarh,Sony Sports,Cricket,IPL,Apr,1893884,31.7,Female,15-24,37854,2361,871371,1022513,3445736.8
Central,Chhattisgarh,Sony Sports,Hockey,Hockey India League,Apr,1354295,58.0,Female,25-34,31341,4858,625318,728977,1292329.01
West,Rajasthan,Jio Sports,Kabaddi,Pro Kabaddi League,May,1814694,58.9,Female,15-24,34949,590,643961,1170733,1859664.98
West,Rajasthan,Jio Sports,Football,ISL,Oct,692510,64.5,Female,15-24,22398,1982,312712,379798,938649.11
North,Haryana,Jio Sports,Badminton,India Open,Sep,678177,101.9,Male,35-44,38298,781,325019,353158,820283.06
East,Odisha,DD Sports,Hockey,Hockey India League,Dec,1538303,42.4,Male,35-44,30320,4440,508921,1029382,2078380.29
North,Haryana,ESPN India,Kabaddi,Pro Kabaddi League,Oct,1532526,68.9,Male,35-44,49940,3348,676263,856263,1072420.61
West,Gujarat,Sony Sports,Badminton,India Open,Jun,490420,21.4,Female,25-34,9219,2085,111038,379382,457207.18
West,Maharashtra,ESPN India,Badminton,India Open,Mar,551233,110.3,Male,35-44,40932,2697,206903,344330,351115.14
West,Goa,Star Sports,Football,ISL,Aug,1468314,113.9,Female,15-24,6622,1478,476544,991770,868291.74
North,Punjab,Sony Sports,Kabaddi,Pro Kabaddi League,Sep,776546,72.8,Male,25-34,8036,1158,242512,534034,1432620.2
East,Odisha,Jio Sports,Kabaddi,Pro Kabaddi League,Oct,72499,66.9,Female,25-34,28773,4686,30257,42242,100203.8
South,Kerala,Sony Sports,Football,Santosh Trophy,Jun,735967,100.1,Female,15-24,5818,4723,236184,499783,694474.17
West,Rajasthan,Jio Sports,Hockey,Hockey India League,Mar,1650328,34.0,Male,25-34,19255,1562,541907,1108421,1777566.42
East,Bihar,Sony Sports,Kabaddi,Pro Kabaddi League,Jan,1975464,76.7,Female,15-24,6753,1614,658738,1316726,1247865.75
South,Tamil Nadu,Jio Sports,Cricket,World Cup,May,1951545,90.1,Female,25-34,22435,2747,523402,1428143,2147615.27
East,Bihar,Sony Sports,Football,Santosh Trophy,Feb,1521816,55.7,Male,15-24,2191,2768,484772,1037044,2584018.72
North,Punjab,Star Sports,Cricket,IPL,Dec,633043,49.9,Female,15-24,7008,3432,266006,367037,852636.73
East,Odisha,Jio Sports,Hockey,Hockey India League,Mar,1894881,100.7,Male,35-44,40683,3360,443831,1451050,1763815.52
South,Andhra Pradesh,Sony Sports,Badminton,India Open,Feb,1587031,48.6,Male,15-24,16103,4716,489526,1097505,1121149.48
East,Bihar,DD Sports,Kabaddi,Pro Kabaddi League,Jul,1944666,29.5,Female,35-44,13940,3439,843606,1101060,2012451.2
West,Gujarat,DD Sports,Badminton,India Open,Mar,500043,94.8,Male,35-44,28777,1881,136306,363737,558059.96
South,Andhra Pradesh,ESPN India,Kabaddi,Pro Kabaddi League,Jun,984678,99.4,Female,35-44,18558,3840,309080,675598,940444.61
East,Bihar,DD Sports,Kabaddi,Pro Kabaddi League,Dec,705538,30.9,Female,15-24,1798,887,165176,540362,769271.37
East,West Bengal,DD Sports,Kabaddi,Pro Kabaddi League,May,1537056,116.3,Male,35-44,31329,3018,684394,852662,2225701.37
Central,Chhattisgarh,DD Sports,Football,Santosh Trophy,May,209094,47.8,Male,35-44,30265,3033,72904,136190,202800.21
Central,Chhattisgarh,DD Sports,Kabaddi,Pro Kabaddi League,May,1451156,57.6,Male,15-24,1893,1490,624480,826676,2731467.53
South,Karnataka,ESPN India,Tennis,India Tennis Cup,May,333007,53.9,Female,25-34,2515,3017,75668,257339,486973.74
South,Kerala,Star Sports,Badminton,Asia Championships,Nov,819565,21.6,Female,25-34,22493,4427,326374,493191,1408493.01
Central,Chhattisgarh,DD Sports,Badminton,Asia Championships,May,1659425,99.9,Male,25-34,2577,1396,671930,987495,1582592.75
East,Bihar,DD Sports,Cricket,World Cup,Sep,1337116,97.4,Male,45+,7691,4092,319044,1018072,2497368.92
South,Tamil Nadu,Jio Sports,Tennis,India Tennis Cup,Sep,1509089,86.7,Male,25-34,2462,2478,326707,1182382,1910288.78
Central,Madhya Pradesh,ESPN India,Badminton,Asia Championships,Mar,1441730,21.7,Female,45+,14386,1289,588494,853236,731979.93
North,Punjab,DD Sports,Tennis,India Tennis Cup,Nov,466690,49.5,Female,15-24,26783,1994,100005,366685,759648.92
East,Assam,DD Sports,Football,ISL,Jul,1865879,45.4,Male,35-44,6178,1744,445245,1420634,2906221.03
East,Assam,ESPN India,Cricket,World Cup,Sep,1246222,82.9,Male,25-34,45066,478,592467,653755,1816400.8
North,Delhi,ESPN India,Badminton,India Open,Jan,121916,90.3,Female,35-44,1463,1066,58997,62919,131071.37
Central,Madhya Pradesh,Star Sports,Tennis,Chennai Open,Mar,1380728,86.0,Female,35-44,9881,2722,350477,1030251,2182345.54
East,Odisha,Jio Sports,Cricket,Ranji Trophy,Aug,1645368,65.1,Female,25-34,12695,1512,670715,974653,3244439.29
East,Odisha,ESPN India,Cricket,World Cup,Apr,1596242,26.1,Male,25-34,9307,546,458415,1137827,2487668.28
South,Andhra Pradesh,DD Sports,Kabaddi,Pro Kabaddi League,Oct,1411212,107.3,Female,35-44,45659,1173,551933,859279,1353989.46
East,Assam,Star Sports,Cricket,World Cup,Oct,1872193,115.9,Female,35-44,40182,4757,909589,962604,2709183.03
South,Kerala,DD Sports,Kabaddi,Pro Kabaddi League,Oct,270935,81.1,Female,35-44,22452,1083,78963,191972,532762.5
North,Haryana,DD Sports,Tennis,Chennai Open,Mar,518668,16.1,Female,15-24,30424,1124,237667,281001,303028.16
West,Maharashtra,Star Sports,Kabaddi,Pro Kabaddi League,Feb,1201054,51.1,Female,25-34,24649,1205,471825,729229,1394420.48
West,Maharashtra,DD Sports,Hockey,Hockey India League,Aug,186668,27.8,Female,45+,22029,2161,91471,95197,368503.04
Central,Chhattisgarh,ESPN India,Kabaddi,Pro Kabaddi League,Sep,1653969,84.6,Female,25-34,12357,4535,790582,863387,1874423.8
South,Karnataka,DD Sports,Badminton,Asia Championships,Jul,1750596,109.0,Female,25-34,7449,2781,445900,1304696,2643959.92
Central,Chhattisgarh,ESPN India,Cricket,World Cup,Jun,714490,41.9,Female,15-24,37993,696,259068,455422,1065445.91
East,Assam,Star Sports,Cricket,World Cup,Jun,1205933,119.6,Female,25-34,23852,3831,387328,818605,605939.89
West,Rajasthan,Sony Sports,Hockey,Hockey India League,Jul,1932930,36.4,Female,45+,40620,1549,934727,998203,1603273.41
Central,Madhya Pradesh,Star Sports,Cricket,World Cup,Feb,1025112,68.9,Female,25-34,25277,2821,342237,682875,770599.13
Central,Chhattisgarh,DD Sports,Football,ISL,Jan,1108213,107.0,Male,15-24,27950,612,310458,797755,752156.36
South,Andhra Pradesh,Sony Sports,Kabaddi,Pro Kabaddi League,Oct,847955,22.7,Female,15-24,44066,1667,362372,485583,1328322.73
Central,Madhya Pradesh,Star Sports,Hockey,Hockey India League,Jul,584633,18.7,Male,15-24,29229,2465,272918,311715,496407.51
East,West Bengal,DD Sports,Hockey,Hockey India League,Jun,563622,43.8,Male,25-34,48116,3611,154952,408670,960187.95
West,Goa,Sony Sports,Tennis,India Tennis Cup,Jul,1871644,87.1,Male,35-44,38052,525,520828,1350816,3399239.01
Central,Chhattisgarh,ESPN India,Kabaddi,Pro Kabaddi League,Sep,1056225,16.0,Male,45+,3809,925,253694,802531,587838.42
Central,Madhya Pradesh,ESPN India,Football,Santosh Trophy,Nov,1985430,118.6,Male,45+,30991,4665,704888,1280542,3323113.89
North,Uttar Pradesh,ESPN India,Cricket,World Cup,Dec,1218451,105.0,Male,15-24,3410,1920,246565,971886,1900245.0
West,Maharashtra,Star Sports,Hockey,Hockey India League,Feb,1616541,49.2,Female,25-34,8465,2838,391804,1224737,852584.1
East,Bihar,DD Sports,Cricket,IPL,Feb,1453411,15.1,Female,15-24,16424,340,365886,1087525,1025427.05
West,Maharashtra,Jio Sports,Kabaddi,Pro Kabaddi League,Sep,1405182,60.0,Female,45+,37536,1050,624637,780545,1174573.2
Central,Chhattisgarh,Star Sports,Tennis,India Tennis Cup,Nov,1776749,117.6,Female,25-34,19557,3584,654565,1122184,2853663.07
East,Assam,Star Sports,Tennis,India Tennis Cup,Mar,1854841,115.1,Male,35-44,3159,2549,867992,986849,1755561.41
West,Rajasthan,Star Sports,Tennis,India Tennis Cup,Aug,971872,85.8,Male,45+,2230,1233,394203,577669,1821007.62
Central,Madhya Pradesh,Jio Sports,Football,ISL,Apr,733970,28.0,Male,15-24,41875,1605,227185,506785,1368225.96
Central,Chhattisgarh,Sony Sports,Kabaddi,Pro Kabaddi League,Jul,854732,105.8,Female,45+,36525,2056,416407,438325,647728.53
North,Punjab,DD Sports,Kabaddi,Pro Kabaddi League,Jan,1992400,105.3,Female,25-34,9683,160,848587,1143813,2439249.32
South,Tamil Nadu,Jio Sports,Football,Santosh Trophy,Feb,1645929,95.8,Male,15-24,39591,4060,570259,1075670,2805439.82
West,Rajasthan,ESPN India,Hockey,Hockey India League,Jun,1446102,44.8,Male,45+,40725,1104,636624,809478,1576223.71
Central,Chhattisgarh,Sony Sports,Hockey,Hockey India League,Aug,572829,77.2,Male,45+,33769,1133,209864,362965,453342.8
East,Bihar,Sony Sports,Hockey,Hockey India League,Feb,1869728,98.6,Female,35-44,44880,228,652529,1217199,1371744.44
Central,Madhya Pradesh,Star Sports,Badminton,Asia Championships,Sep,781636,98.3,Male,15-24,18285,3268,296671,484965,437495.08
Central,Chhattisgarh,Jio Sports,Football,ISL,Dec,317673,42.4,Female,35-44,7937,647,138833,178840,244176.94
East,Assam,Jio Sports,Football,ISL,Mar,599567,89.1,Male,45+,49257,1690,278951,320616,1045480.54
Central,Chhattisgarh,Jio Sports,Hockey,Hockey India League,Jun,1463967,55.1,Female,15-24,41860,3325,301025,1162942,2418407.56
East,Odisha,DD Sports,Hockey,Hockey India League,Aug,687506,30.3,Female,35-44,24110,2662,304150,383356,1195512.01
North,Punjab,Sony Sports,Kabaddi,Pro Kabaddi League,Oct,1219694,22.2,Female,25-34,49128,3744,314096,905598,1183779.73
South,Tamil Nadu,Jio Sports,Cricket,Ranji Trophy,Aug,1731119,80.0,Male,15-24,36929,4421,384495,1346624,2654178.93
Central,Madhya Pradesh,Star Sports,Kabaddi,Pro Kabaddi League,Feb,816868,28.9,Female,35-44,11313,4178,314791,502077,775899.12
South,Andhra Pradesh,Sony Sports,Football,ISL,May,981775,76.6,Female,25-34,23559,3698,216102,765673,1609096.12
East,Assam,Jio Sports,Badminton,India Open,Jul,1180779,64.2,Male,15-24,21977,1565,518095,662684,909480.82
South,Andhra Pradesh,DD Sports,Cricket,World Cup,Jun,924609,51.0,Male,15-24,8382,2594,217186,707423,1260869.69
North,Punjab,Star Sports,Football,ISL,Jun,646682,79.0,Female,35-44,21906,3288,312528,334154,698552.92
West,Maharashtra,ESPN India,Badminton,Asia Championships,Dec,111868,36.7,Male,15-24,32376,4923,37628,74240,208772.47
South,Kerala,Jio Sports,Hockey,Hockey India League,Sep,856017,40.8,Female,35-44,40895,3820,325988,530029,868222.47
North,Uttar Pradesh,DD Sports,Badminton,Asia Championships,Sep,735328,116.4,Female,45+,20385,1838,331995,403333,632624.11
South,Karnataka,ESPN India,Kabaddi,Pro Kabaddi League,Jan,1819361,73.2,Male,15-24,36089,595,426925,1392436,1732385.7
East,Assam,Jio Sports,Hockey,Hockey India League,Sep,1131900,54.1,Female,35-44,33924,834,454626,677274,572464.9
South,Tamil Nadu,Sony Sports,Badminton,India Open,Aug,286538,77.7,Female,15-24,23634,3376,79836,206702,253756.34
Central,Madhya Pradesh,ESPN India,Football,Santosh Trophy,Jul,877150,106.6,Female,35-44,15259,4924,381584,495566,1348288.39
South,Karnataka,DD Sports,Cricket,World Cup,Sep,188925,61.7,Female,25-34,19100,3302,39965,148960,194115.68
East,West Bengal,Sony Sports,Hockey,Hockey India League,May,1633913,46.4,Female,45+,48691,4372,545617,1088296,1582098.07
Central,Chhattisgarh,Jio Sports,Football,ISL,Jan,107986,104.1,Male,15-24,20810,3883,39944,68042,182593.82
West,Gujarat,ESPN India,Tennis,India Tennis Cup,May,369348,50.6,Male,45+,40779,4603,118038,251310,652844.56
West,Goa,Sony Sports,Kabaddi,Pro Kabaddi League,May,195213,17.1,Female,15-24,30813,2611,71490,123723,211064.24
East,Assam,Sony Sports,Tennis,Chennai Open,Jun,1826839,52.5,Female,15-24,39799,4343,502949,1323890,1424257.95
Central,Madhya Pradesh,DD Sports,Kabaddi,Pro Kabaddi League,Mar,1536056,26.8,Female,45+,46254,4733,667052,869004,829933.33
Central,Madhya Pradesh,Sony Sports,Football,Santosh Trophy,Oct,525859,116.6,Female,25-34,29412,4093,228849,297010,1017906.45
North,Delhi,ESPN India,Hockey,Hockey India League,Jan,1541341,46.5,Female,35-44,22209,655,398159,1143182,2009063.63
West,Gujarat,ESPN India,Kabaddi,Pro Kabaddi League,Oct,594333,61.9,Male,35-44,27905,2059,252205,342128,332171.27
South,Andhra Pradesh,DD Sports,Hockey,Hockey India League,May,1050904,50.0,Male,25-34,16613,1399,412598,638306,1673222.71
West,Gujarat,Jio Sports,Football,ISL,Dec,710354,88.6,Female,15-24,27111,177,250252,460102,966326.46
South,Karnataka,Jio Sports,Tennis,Chennai Open,Feb,1478129,69.1,Female,25-34,2996,3527,323685,1154444,1003755.3
South,Andhra Pradesh,ESPN India,Tennis,Chennai Open,Jan,935259,79.5,Female,45+,16732,3222,231354,703905,736614.03
South,Tamil Nadu,Star Sports,Tennis,Chennai Open,Jun,1430831,50.7,Female,35-44,24706,915,348602,1082229,1479679.04
South,Tamil Nadu,Sony Sports,Cricket,Ranji Trophy,Jul,946068,60.2,Female,15-24,13665,634,421431,524637,1592737.9
North,Delhi,Star Sports,Football,Santosh Trophy,May,348254,45.1,Female,35-44,47233,4600,159444,188810,564876.39
North,Uttar Pradesh,Jio Sports,Tennis,India Tennis Cup,Jan,501448,105.1,Male,35-44,20324,646,166520,334928,481090.13
North,Delhi,ESPN India,Cricket,IPL,Jun,1909062,112.7,Male,45+,1363,2266,542606,1366456,1695927.47
Central,Chhattisgarh,Star Sports,Hockey,Hockey India League,Jun,446456,25.6,Male,25-34,26538,3105,113180,333276,766724.79
Central,Chhattisgarh,DD Sports,Football,Santosh Trophy,Dec,1512016,78.1,Male,35-44,47476,965,499986,1012030,1617261.55
North,Delhi,DD Sports,Badminton,Asia Championships,Aug,78885,76.2,Male,25-34,33786,741,18183,60702,53809.22
West,Rajasthan,ESPN India,Hockey,Hockey India League,Feb,1893529,35.2,Female,45+,28518,2667,610635,1282894,1741013.72
South,Kerala,Jio Sports,Tennis,India Tennis Cup,May,650699,35.7,Male,35-44,10327,973,223975,426724,751146.78
South,Andhra Pradesh,Jio Sports,Kabaddi,Pro Kabaddi League,Aug,498013,93.7,Female,35-44,10045,3832,121117,376896,351232.51
South,Karnataka,Star Sports,Badminton,India Open,Aug,1697069,111.9,Male,25-34,29806,4605,373593,1323476,2724981.35
West,Maharashtra,Star Sports,Badminton,Asia Championships,Oct,444485,48.2,Female,25-34,39729,1569,107234,337251,230245.25
